Life expectancy,Alcohol,Hepatitis B,Measles,BMI,Polio,Diphtheria,HIV/AIDS,GDP,Schooling,thinness  1-19 years
61.1,0.01,76.0,0,26.1,75.0,76.0,1.1,454.1222236,9.8,6.8
67.0,0.01,8.0,43,25.6,8.0,8.0,1.2,415.361958,9.6,7.0
62.0,3.72,77.0,279,25.0,77.0,77.0,1.5,379.689583,9.5,7.2
59.7,3.64,47.0,2200,24.5,71.0,7.0,1.8,327.42597,9.6,7.4
59.2,3.75,64.0,6,24.0,84.0,81.0,2.1,33.667491,9.7,7.6
58.6,3.88,64.0,1,23.4,79.0,75.0,2.4,232.61732,9.8,7.7
71.3,0.01,98.0,0,6.9,98.0,98.0,0.1,562.549434,14.0,5.6
72.8,0.01,98.0,0,59.9,98.0,98.0,0.1,1212.56217,14.3,5.6
72.7,0.01,98.0,329,59.0,98.0,98.0,0.1,1296.97353,14.6,5.6
72.6,0.01,98.0,8,58.2,98.0,98.0,0.1,14396.4865,14.8,5.5
72.5,0.01,98.0,59,57.4,98.0,98.0,0.1,1138.56661,15.1,5.5
72.2,0.01,98.0,1,56.7,98.0,98.0,0.1,9344.987518,15.4,5.5
71.9,0.01,97.0,292,56.0,98.0,98.0,0.1,8171.361651,15.7,5.5
71.5,0.01,99.0,2771,55.3,97.0,97.0,0.1,586.8364,15.9,5.5
71.3,0.01,96.0,0,54.6,95.0,95.0,0.1,4676.96753,16.0,5.6
71.1,0.01,91.0,3890,54.0,93.0,93.0,0.1,375.442638,15.8,5.6
71.0,0.01,93.0,633,53.4,94.0,94.0,0.1,6269.58123,15.7,5.6
78.0,0.01,92.0,0,52.8,94.0,94.0,0.1,7145.628494,15.5,5.7
73.4,15.19,94.0,11,61.9,93.0,93.0,0.1,16554.97139,16.5,2.6
73.0,15.04,93.0,35,61.4,93.0,93.0,0.1,15712.82376,16.4,2.7
73.0,15.14,93.0,0,6.9,93.0,93.0,0.1,14341.836,16.5,2.7
72.8,12.66,95.0,7,6.5,92.0,92.0,0.1,14357.73679,16.7,2.7
72.4,12.9,94.0,2,6.0,95.0,95.0,0.1,11984.86857,16.8,2.8
72.2,12.4,95.0,0,59.7,98.0,98.0,0.1,11837.3913,16.6,2.8
71.1,13.3,96.0,1,59.3,96.0,96.0,0.1,14961.56818,16.5,2.9
72.0,13.4,96.0,0,59.0,95.0,95.0,0.1,12297.91535,16.4,2.9
76.0,12.7,95.0,1,58.7,94.0,94.0,0.1,924.642548,16.4,3.0
78.0,12.3,95.0,1,58.4,93.0,94.0,0.1,7863.1629,16.2,3.0
71.6,12.1,94.0,1,58.1,9.0,94.0,0.1,676.966998,16.3,3.1
71.6,11.29,95.0,1,57.8,91.0,94.0,0.1,555.535669,15.8,3.2
71.4,11.0,94.0,103,57.5,97.0,95.0,0.1,4146.987928,15.3,3.3
71.2,10.2,95.0,7,57.2,97.0,95.0,0.1,353.147337,14.7,3.3
71.6,9.87,98.0,19,56.9,92.0,94.0,0.1,3297.35471,14.0,3.4
81.7,11.12,94.0,0,6.9,99.0,99.0,0.1,119172.7418,13.9,1.0
81.4,11.02,94.0,0,6.5,99.0,99.0,0.1,113751.85,13.9,0.9
81.1,11.34,94.0,2,6.1,99.0,99.0,0.1,16749.136,13.9,0.9
88.0,11.5,95.0,6,59.6,96.0,99.0,0.1,115761.577,13.9,0.9
86.0,11.36,94.0,0,59.2,96.0,99.0,0.1,14965.361,13.7,0.9
83.0,11.42,95.0,0,58.8,96.0,99.0,0.1,13198.6693,13.5,0.9
80.0,11.53,94.0,1,58.4,96.0,99.0,0.1,114293.8433,13.5,0.9
79.7,11.75,87.0,0,57.9,96.0,99.0,0.1,1618.4928,13.5,0.9
79.4,11.98,95.0,8,57.5,99.0,99.0,0.1,89739.7117,13.5,0.9
78.8,11.84,95.0,0,57.0,99.0,99.0,0.1,8289.69641,13.5,1.0
78.7,12.42,94.0,0,56.4,99.0,99.0,0.1,75716.3518,13.5,1.0
78.6,12.61,95.0,1,55.8,99.0,98.0,0.1,65445.8853,13.6,1.0
78.3,12.91,95.0,0,55.2,99.0,99.0,0.1,5293.64115,13.5,1.0
78.0,12.89,86.0,0,54.6,99.0,99.0,0.1,48179.4285,13.4,1.0
77.8,13.14,77.0,0,54.0,99.0,99.0,0.1,48735.99549,13.5,1.0
65.1,0.01,73.0,3,2.0,73.0,73.0,0.3,452.4631926,10.3,7.2
64.7,0.87,74.0,6,19.5,73.0,74.0,0.4,461.723722,10.3,7.3
64.3,0.87,7.0,2,19.0,71.0,7.0,0.4,443.9611,10.2,7.4
63.8,0.97,73.0,0,18.5,73.0,73.0,0.4,454.963464,10.2,7.5
63.3,1.03,7.0,1,18.0,7.0,7.0,0.5,412.739341,10.2,7.6
62.8,0.91,77.0,0,17.6,76.0,77.0,0.5,415.6893226,9.7,7.7
62.3,0.68,77.0,3,17.1,77.0,77.0,0.5,47.733254,9.4,7.8
61.9,0.71,84.0,0,16.7,83.0,84.0,0.6,377.8482928,9.1,7.9
61.4,0.68,82.0,2,16.3,83.0,85.0,0.6,292.157443,9.0,8.0
69.0,0.72,81.0,0,15.8,8.0,85.0,0.6,274.819723,8.9,8.1
64.0,0.81,71.0,35558,15.4,74.0,78.0,0.6,245.1235876,8.7,8.2
59.9,0.93,61.0,62233,15.0,65.0,66.0,0.7,316.7998965,8.5,8.3
59.3,0.9,51.0,10795,14.7,61.0,62.0,0.7,262.2859481,8.3,8.5
57.6,0.01,91.0,3,19.2,87.0,91.0,5.1,354.7253961,10.7,6.5
56.7,0.01,89.0,1,18.8,89.0,89.0,6.3,332.922339,10.7,6.5
55.3,0.01,96.0,11,18.4,95.0,96.0,8.3,374.51882,10.7,6.6
54.1,1.23,97.0,26,18.0,97.0,97.0,11.2,512.125451,10.6,6.7
52.9,1.08,93.0,118712,17.6,86.0,93.0,13.7,458.8681744,10.2,6.8
51.5,1.16,93.0,21,17.3,93.0,93.0,14.9,42.7379657,9.9,6.9
50.0,1.27,91.0,20,16.9,92.0,91.0,16.9,372.842678,9.6,7.0
48.5,1.18,87.0,143,16.6,88.0,87.0,19.3,32.2227274,9.7,7.1
47.1,1.18,99.0,1,16.2,99.0,99.0,21.1,297.6971211,9.6,7.3
46.0,1.04,93.0,184,15.9,94.0,93.0,22.4,28.3673842,9.7,7.4
45.1,1.11,89.0,1116,15.5,94.0,89.0,23.4,274.2256294,10.0,7.5
44.6,1.08,84.0,167,15.2,85.0,84.0,24.2,26.152517,10.3,7.6
44.0,1.1,64.0,92,14.8,79.0,64.0,24.7,29.9798977,10.4,7.7
74.8,0.52,96.0,221,39.5,97.0,97.0,0.1,11183.96191,13.0,7.6
74.6,0.53,96.0,195,38.5,97.0,97.0,0.1,1882.27842,12.9,7.8
74.5,0.53,97.0,1868,37.4,97.0,97.0,0.1,1779.49641,12.9,7.9
74.3,0.51,96.0,1569,36.3,96.0,96.0,0.1,145.1262,13.0,8.0
74.1,0.49,96.0,73,35.3,96.0,96.0,0.1,971.356987,12.8,8.2
74.0,0.47,96.0,153,34.4,97.0,97.0,0.1,7326.744435,12.6,8.3
73.8,0.47,97.0,334,33.4,97.0,97.0,0.1,8513.629541,12.5,8.5
73.7,0.43,96.0,394,32.5,97.0,97.0,0.1,7269.17114,12.3,8.7
73.6,0.42,95.0,564,31.6,95.0,95.0,0.1,6222.982955,12.7,8.8
73.4,0.46,96.0,1407,3.7,96.0,96.0,0.1,5593.822995,12.9,9.0
73.2,0.49,94.0,5729,29.8,95.0,95.0,0.1,4955.477743,12.7,9.2
73.1,0.48,95.0,632,28.8,96.0,96.0,0.1,4463.675893,12.1,9.3
72.9,0.49,95.0,408,27.9,94.0,94.0,0.1,4167.364387,12.0,9.5
72.7,0.53,95.0,2198,27.0,95.0,96.0,0.1,3915.11546,11.9,9.7
72.4,0.54,97.0,6187,26.0,98.0,98.0,0.1,445.17471,11.6,9.8
78.2,0.01,99.0,0,26.2,99.0,99.0,0.1,7716.2415,12.7,13.6
77.9,0.01,99.0,0,25.1,99.0,99.0,0.1,7112.33575,12.4,13.7
77.6,0.01,99.0,0,24.1,99.0,99.0,0.1,6541.7465,12.1,13.8
77.3,1.92,96.0,0,23.1,96.0,96.0,0.1,6497.55443,11.8,13.9
76.7,1.83,97.0,0,22.1,97.0,96.0,0.1,633.79498,11.6,14.0
76.3,1.59,98.0,6,21.2,98.0,98.0,0.1,597.1659,11.8,14.1
75.9,1.76,98.0,0,2.3,98.0,98.0,0.1,5828.621374,11.8,14.2
75.4,1.78,98.0,20,19.5,98.0,98.0,0.1,52.862285,11.9,14.3
75.0,1.62,98.0,47,18.7,98.0,98.0,0.1,4428.522898,12.0,14.3
74.3,1.47,98.0,1395,18.0,98.0,98.0,0.1,3488.493769,12.1,14.4
73.4,1.6,97.0,37,17.3,96.0,96.0,0.1,3853.33348,12.2,14.5
72.7,1.75,98.0,75,16.7,98.0,98.0,0.1,3432.247841,11.8,14.6
71.8,1.95,98.0,926,16.2,98.0,98.0,0.1,32.37239,12.0,14.6
78.0,1.98,98.0,0,15.6,97.0,98.0,0.1,298.67598,11.8,14.7
69.6,1.83,96.0,20,15.2,98.0,98.0,0.1,2182.99711,11.3,14.8
57.8,0.01,73.0,290,23.2,74.0,73.0,1.6,825.5729915,8.2,7.9
57.3,0.01,69.0,221,22.5,7.0,69.0,1.6,777.659139,8.0,8.1
57.2,0.01,66.0,341,21.9,72.0,66.0,1.5,777.3476868,7.7,8.3
56.8,0.61,66.0,24,21.3,72.0,66.0,1.5,835.88998,7.5,8.5
56.5,0.6,72.0,1719,2.7,77.0,73.0,1.5,78.377632,7.3,8.8
56.0,0.59,71.0,2939,2.2,77.0,73.0,1.6,697.153124,7.1,9.0
55.5,0.57,74.0,98,19.6,74.0,74.0,1.6,689.6784228,5.8,9.2
55.0,0.55,74.0,2,19.0,76.0,74.0,1.7,595.6368319,6.4,9.4
54.3,0.53,9.0,128,18.5,79.0,78.0,1.8,521.6425796,6.1,9.7
53.6,0.55,83.0,33,18.0,78.0,77.0,1.9,487.942556,5.8,9.9
52.8,0.49,73.0,172,17.5,7.0,69.0,2.0,439.3572924,5.5,1.1
52.0,0.54,79.0,232,17.0,67.0,63.0,2.2,391.791281,5.2,1.3
81.4,8.49,9.0,0,69.2,99.0,99.0,0.1,2618.92599,14.3,0.8
81.1,8.58,94.0,0,68.8,99.0,99.0,0.1,2393.1888,14.2,0.8
81.0,7.67,93.0,0,68.4,99.0,99.0,0.1,2193.8836,14.1,0.8
87.0,6.91,82.0,3,68.0,96.0,96.0,0.1,22821.847,14.8,0.8
83.0,7.91,75.0,0,67.6,76.0,76.0,0.1,2187.79469,14.6,0.8
82.0,7.38,86.0,1,67.1,73.0,73.0,0.1,2675.58259,14.4,0.8
80.0,7.14,86.0,1,66.6,72.0,72.0,0.1,21928.767,14.6,0.7
79.6,7.45,82.0,2,66.1,76.0,74.0,0.1,19375.5696,14.4,0.7
79.3,8.84,86.0,1,65.6,83.0,85.0,0.1,16671.5672,14.8,0.7
79.0,6.41,85.0,6,65.0,94.0,92.0,0.1,15835.34667,14.8,0.7
78.7,6.53,85.0,4,64.5,89.0,89.0,0.1,1519.5497,14.2,0.7
78.5,6.7,89.0,4,63.9,94.0,94.0,0.1,13689.98999,13.8,0.7
63.0,0.01,84.0,14,3.1,84.0,84.0,0.9,1326.66882,8.5,8.0
62.7,0.01,8.0,62,29.4,8.0,8.0,1.1,145.57838,8.2,8.1
62.5,0.01,8.0,35,28.8,8.0,8.0,1.2,1364.283745,7.8,8.3
62.2,0.01,75.0,234,28.1,73.0,75.0,1.2,1393.261593,7.7,8.5
62.0,0.01,64.0,1292,27.4,52.0,64.0,1.2,123.383675,7.6,8.7
61.7,0.01,64.0,322,26.8,63.0,64.0,1.2,146.83851,7.1,8.9
61.4,0.02,74.0,4,26.1,73.0,74.0,1.3,1167.535689,7.2,9.2
61.2,0.02,74.0,11,25.5,75.0,75.0,1.3,113.3128,7.4,9.4
69.0,0.01,68.0,22,24.8,68.0,68.0,1.3,944.134851,7.2,9.6
66.0,0.01,42.0,127,24.2,71.0,71.0,1.3,697.7451989,7.2,9.8
74.2,0.01,97.0,0,32.8,98.0,97.0,0.1,1153.93822,14.7,7.0
74.1,0.01,98.0,0,32.3,98.0,98.0,0.1,9637.265,14.7,7.0
73.9,0.01,98.0,0,31.8,98.0,98.0,0.1,9291.227619,14.3,7.1
73.6,3.03,98.0,2,31.3,98.0,98.0,0.1,9197.26972,14.1,7.1
73.3,2.95,99.0,12,3.7,99.0,99.0,0.2,8.376432,14.0,7.2
72.8,2.83,99.0,15,3.2,99.0,99.0,0.1,7318.12641,13.8,7.3
72.7,2.49,99.0,12,29.7,99.0,99.0,0.1,83.635,13.6,7.4
72.9,3.24,97.0,13,29.1,96.0,97.0,0.1,6574.654338,13.5,7.5
71.8,3.73,97.0,3,28.6,98.0,97.0,0.1,5695.969327,13.4,7.6
72.1,3.94,97.0,7,28.0,97.0,97.0,0.1,5116.45424,13.0,7.7
71.9,4.16,98.0,28,27.5,98.0,98.0,0.1,5229.876738,12.8,7.8
71.5,4.08,97.0,777,26.9,99.0,99.0,0.1,4623.347642,12.6,7.9
71.5,4.14,88.0,0,26.4,88.0,88.0,0.1,3957.51296,12.5,7.9
71.5,4.38,92.0,0,25.8,93.0,92.0,0.1,3792.182152,12.2,8.0
71.0,4.6,88.0,0,25.3,88.0,88.0,0.1,3861.32414,12.1,8.1
76.6,5.26,84.0,3,62.8,87.0,87.0,0.1,1452.27766,13.1,1.6
76.6,5.23,82.0,0,62.1,83.0,83.0,0.1,1298.86766,12.9,1.6
76.3,5.29,99.0,0,61.5,99.0,99.0,0.1,982.532572,12.7,1.6
76.1,5.3,98.0,3,6.8,97.0,97.0,0.1,9834.472689,12.6,1.6
75.6,5.21,93.0,0,6.1,95.0,95.0,0.1,8959.581416,12.5,1.6
75.7,5.27,95.0,0,59.4,95.0,95.0,0.1,7748.12331,12.5,1.7
75.6,5.36,97.0,0,58.7,96.0,96.0,0.1,9689.52887,12.3,1.7
76.0,5.35,98.0,0,57.9,98.0,98.0,0.1,933.341687,12.3,1.7
75.8,5.11,98.0,23,57.2,98.0,98.0,0.1,8767.92258,12.2,1.8
75.3,4.93,98.0,6,56.4,98.0,98.0,0.1,7986.798439,12.2,1.8
75.4,4.9,98.0,64,55.7,98.0,98.0,0.1,7199.59665,12.1,1.8
75.0,4.88,98.0,44,54.9,98.0,98.0,0.1,6751.998987,11.9,1.9
75.0,4.77,97.0,0,54.1,98.0,97.0,0.1,716.8219,11.6,1.9
75.0,4.86,97.0,3,53.2,97.0,97.0,0.1,731.378864,11.6,1.9
74.8,4.99,97.0,30,52.4,97.0,97.0,0.1,672.92113,11.4,2.0
68.4,0.01,99.0,0,51.5,99.0,99.0,0.1,4181.583321,14.8,2.2
68.1,0.01,98.0,0,5.4,98.0,98.0,0.1,4385.379355,14.7,2.2
67.8,0.01,99.0,0,49.2,99.0,99.0,0.1,4368.82248,14.7,2.2
67.3,0.01,99.0,0,48.0,99.0,99.0,0.1,3769.595255,14.6,2.2
66.3,5.8,96.0,7,46.9,96.0,96.0,0.1,265.353659,14.3,2.2
66.9,4.61,97.0,8,45.9,96.0,95.0,0.1,1717.898761,13.8,2.2
67.4,4.26,96.0,31,44.9,95.0,96.0,0.1,2139.625631,13.4,2.2
65.9,3.79,98.0,12,43.9,99.0,95.0,0.1,1634.81431,13.0,2.2
65.0,2.91,98.0,26,43.0,98.0,99.0,0.1,1334.651896,12.7,2.2
64.5,2.75,98.0,0,42.1,99.0,99.0,0.1,998.8226671,11.8,2.3
64.0,1.75,98.0,0,41.3,99.0,99.0,0.1,797.8377432,11.2,2.3
64.0,1.31,98.0,18,4.5,98.0,98.0,0.1,646.561295,10.5,2.4
63.8,2.43,98.0,1205,39.8,98.0,98.0,0.1,571.51883,10.1,2.4
63.2,2.87,95.0,10677,39.1,95.0,95.0,0.1,524.145924,9.4,2.5
62.8,2.79,93.0,925,38.5,94.0,94.0,0.1,474.2133361,8.9,2.6
75.9,0.01,87.0,0,61.3,91.0,91.0,0.1,7378.345289,15.1,1.8
75.8,0.01,9.0,0,6.7,94.0,94.0,0.1,7186.429787,15.1,1.8
75.6,0.01,9.0,0,6.2,94.0,94.0,0.1,6586.71929,15.1,1.9
75.4,6.56,91.0,5,59.7,95.0,95.0,0.1,7318.742449,15.1,1.9
75.3,6.56,9.0,5,59.1,93.0,94.0,0.1,6682.281158,15.0,2.0
75.0,6.45,87.0,0,58.5,91.0,92.0,0.1,6698.79439,14.6,2.0
74.6,6.17,93.0,0,57.8,95.0,95.0,0.1,7325.73474,14.2,2.1
74.2,4.98,9.0,0,57.2,92.0,92.0,0.1,5957.145693,13.6,2.1
73.8,5.38,9.0,0,56.5,9.0,9.0,0.1,4383.59597,13.2,2.2
74.1,0.43,99.0,10,57.5,99.0,99.0,0.1,3154.513484,12.1,6.4
73.9,0.45,99.0,92,56.5,99.0,99.0,0.1,3111.762887,12.1,6.4
73.6,0.55,99.0,668,55.5,99.0,99.0,0.1,294.746728,11.6,6.3
73.3,0.54,98.0,982,54.6,98.0,99.0,0.1,339.91616,11.2,6.3
72.8,0.56,98.0,633,53.6,99.0,99.0,0.1,2834.2472,10.7,6.3
72.3,0.62,98.0,834,52.7,99.0,99.0,0.1,2861.5545,10.5,6.4
71.8,0.51,97.0,1455,51.7,99.0,99.0,0.1,2884.94776,10.3,6.4
71.4,0.56,95.0,2248,5.8,95.0,95.0,0.1,2494.353552,10.0,6.4
71.0,0.58,95.0,1217,49.9,97.0,97.0,0.1,2191.478567,10.0,6.4
77.0,0.47,96.0,0,49.1,98.0,98.0,0.1,213.755559,9.8,6.5
72.0,0.56,95.0,6399,48.2,97.0,97.0,0.1,1948.812275,9.6,6.5
69.9,0.58,9.0,10841,47.3,91.0,91.0,0.1,1721.973863,9.3,6.6
69.5,0.46,92.0,6000,46.5,94.0,94.0,0.1,1413.757176,8.8,6.6
69.0,0.46,84.0,2724,45.7,93.0,96.0,0.1,1336.775376,8.5,6.7
68.6,0.45,43.0,7368,44.8,95.0,95.0,0.1,1332.382358,8.0,6.7
56.7,0.01,79.0,9,22.2,79.0,79.0,4.1,623.2871141,9.1,3.6
55.3,1.16,78.0,8,21.8,78.0,78.0,5.1,65.985681,9.1,3.6
54.8,1.19,76.0,145,21.3,73.0,76.0,6.9,566.513873,9.2,3.6
54.3,0.94,76.0,177,2.9,73.0,76.0,9.6,526.5313517,9.5,3.7
54.0,0.96,74.0,2321,2.5,73.0,74.0,10.8,419.2258149,9.3,3.7
53.8,1.18,74.0,60,2.1,74.0,74.0,11.3,463.852618,9.2,3.7
53.2,1.48,75.0,4,19.7,74.0,75.0,12.6,53.127719,8.8,3.7
52.1,1.03,75.0,267,19.3,75.0,75.0,14.1,422.1461573,8.2,3.8
51.2,1.2,75.0,183,18.9,73.0,78.0,16.3,385.7567141,7.9,3.8
58.0,1.23,75.0,12598,18.5,71.0,8.0,16.2,369.1545359,7.3,3.9
54.0,1.54,76.0,9396,18.1,69.0,83.0,15.9,336.3318145,7.0,3.9
51.0,1.68,76.0,28898,17.7,67.0,85.0,15.3,283.8911588,6.7,4.0
49.8,2.16,76.0,7155,17.3,76.0,76.0,14.5,262.884551,6.2,4.0
49.5,2.09,25.0,7085,16.9,72.0,73.0,13.4,256.4414872,5.8,4.1
66.4,0.01,88.0,122,22.9,88.0,88.0,0.3,1262.893782,9.1,12.9
66.2,0.7,75.0,1010,22.1,76.0,75.0,0.4,1168.83947,9.1,12.9
65.9,0.55,58.0,2175,21.3,87.0,84.0,0.5,1171.58257,9.1,13.0
65.6,0.33,4.0,2046,2.5,9.0,84.0,0.5,1186.423937,9.1,13.0
65.4,0.3,92.0,190,19.8,9.0,9.0,0.5,987.7365832,8.8,13.1
65.2,0.28,91.0,329,19.1,9.0,9.0,0.6,741.777116,8.5,13.1
59.2,0.3,85.0,333,18.3,85.0,85.0,0.6,643.951373,8.2,13.2
64.5,0.26,85.0,1088,17.6,84.0,86.0,0.6,41.451,8.1,13.2
64.2,0.28,75.0,760,17.0,82.0,82.0,0.6,296.97284,8.0,13.2
63.9,0.28,62.0,314,16.4,86.0,73.0,0.5,247.24276,7.9,13.2
63.5,0.44,39.0,1329,15.7,92.0,82.0,0.5,219.8156688,7.8,13.3
63.2,0.4,8.0,830,15.2,86.0,78.0,0.5,219.782326,7.7,13.3
65.9,0.01,88.0,477,34.9,88.0,88.0,2.2,5421.343953,11.7,8.6
66.1,0.01,89.0,1028,34.1,89.0,89.0,2.5,5488.131712,11.6,9.0
65.8,0.01,84.0,86,33.3,84.0,84.0,3.7,5749.44752,11.5,9.5
64.3,7.84,82.0,79,32.5,85.0,82.0,4.7,56.971392,11.5,9.9
63.0,7.58,83.0,3138,31.8,83.0,83.0,6.2,5191.58381,11.4,1.4
69.6,0.01,92.0,1279,18.5,92.0,92.0,0.1,76.2386977,12.4,15.9
69.3,0.27,92.0,1861,18.0,92.0,92.0,0.1,688.6172788,12.3,16.1
68.9,0.26,9.0,3362,17.4,9.0,9.0,0.2,681.7925868,12.3,16.3
68.4,0.27,92.0,2359,16.9,92.0,92.0,0.2,692.1166842,12.0,16.5
68.0,0.24,82.0,190,16.4,83.0,82.0,0.2,592.1835216,11.1,16.7
67.5,0.22,89.0,189,15.9,93.0,89.0,0.2,48.7299,10.5,16.9
67.0,0.21,82.0,2089,15.4,82.0,82.0,0.2,473.844449,10.1,17.0
66.6,0.2,82.0,1415,14.9,82.0,82.0,0.2,393.8843518,10.0,17.2
66.0,0.2,69.0,2838,14.4,91.0,89.0,0.2,348.6314534,9.6,17.4
65.4,0.2,41.0,5023,13.9,78.0,75.0,0.2,317.89198,9.4,17.6
64.7,0.21,27.0,12074,13.4,8.0,8.0,0.2,287.4156,9.3,17.8
64.3,0.2,2.0,13344,12.9,76.0,78.0,0.1,253.72412,9.2,18.0
81.7,0.01,92.0,140,61.6,96.0,96.0,0.1,52157.4687,18.1,1.0
81.4,8.68,51.0,2632,61.0,97.0,97.0,0.1,51574.48942,18.1,1.0
81.1,9.05,2.0,10,6.5,97.0,97.0,0.1,49474.7561,18.1,1.0
81.1,8.96,2.0,51,59.9,97.0,97.0,0.1,5354.6536,17.2,1.0
81.6,8.7,92.0,10,67.5,92.0,92.0,0.1,3821.8937,19.2,0.4
81.5,9.07,93.0,280,66.9,93.0,93.0,0.1,4453.24673,19.2,0.4
81.3,9.18,93.0,8,66.4,92.0,92.0,0.1,42889.88141,19.3,0.3
81.1,9.2,93.0,68,65.9,93.0,93.0,0.1,3997.25624,19.5,0.3
86.0,9.47,95.0,597,65.3,95.0,95.0,0.1,38426.5581,19.7,0.3
89.0,9.62,9.0,43,64.8,93.0,93.0,0.1,33691.34837,20.3,0.3
85.0,9.24,93.0,198,64.3,92.0,92.0,0.1,282.94193,19.3,0.3
81.0,9.49,9.0,0,63.8,89.0,89.0,0.1,31287.77865,19.5,0.3
81.0,9.19,88.0,25,63.2,88.0,88.0,0.1,3259.73471,19.2,0.3
79.9,9.34,87.0,20,62.6,89.0,89.0,0.1,2667.86452,19.1,0.3
79.9,9.31,87.0,20,62.1,89.0,89.0,0.1,2775.89515,18.9,0.3
79.2,9.15,88.0,33,61.5,87.0,89.0,0.1,2542.39935,18.4,0.3
79.1,8.91,89.0,66,6.9,86.0,9.0,0.1,21913.7817,18.2,0.3
78.7,9.13,89.0,21,6.3,84.0,9.0,0.1,16874.31232,17.5,0.3
78.5,8.75,9.0,65,59.6,82.0,9.0,0.1,13882.85683,17.4,0.3
78.6,8.91,9.0,65,58.9,82.0,9.0,0.1,13641.1272,17.2,0.3
74.5,3.55,98.0,0,53.2,99.0,98.0,0.1,1975.46477,11.6,1.8
73.9,3.58,98.0,0,52.4,99.0,98.0,0.1,1847.19849,11.5,1.8
73.9,3.63,98.0,0,51.7,99.0,98.0,0.1,1792.3845,11.5,1.8
74.5,3.39,98.0,0,5.9,99.0,98.0,0.1,1682.957924,11.5,1.8
73.2,3.38,98.0,0,5.2,99.0,98.0,0.1,1526.497938,11.4,1.9
73.2,3.36,98.0,0,49.4,99.0,98.0,0.2,1464.497754,11.3,1.9
72.5,3.64,97.0,0,48.6,97.0,97.0,0.2,1518.85386,11.1,1.9
72.5,3.83,93.0,0,47.9,93.0,93.0,0.2,1344.31871,11.0,2.0
73.0,3.69,88.0,0,47.1,88.0,88.0,0.3,124.992617,11.0,2.0
71.2,3.7,86.0,0,46.4,87.0,86.0,0.3,1175.116225,11.0,2.0
71.0,3.81,79.0,0,45.7,8.0,79.0,0.3,191.55157,11.0,2.1
76.0,3.77,86.0,0,44.9,86.0,86.0,0.3,115.565314,11.0,2.1
75.0,3.5,85.0,0,44.2,85.0,85.0,0.4,11.147277,10.7,2.2
73.0,3.51,87.0,0,43.5,89.0,87.0,0.4,143.6758,10.4,2.2
73.0,3.61,83.0,0,42.8,85.0,83.0,0.4,116.2743,10.1,2.2
61.4,0.01,68.0,1142,18.9,67.0,68.0,0.5,43.646498,5.3,9.8
69.0,0.01,67.0,1224,18.5,56.0,67.0,0.6,416.14838,5.3,1.0
63.0,0.01,71.0,272,18.1,71.0,71.0,0.7,391.515524,5.1,1.3
59.4,0.15,75.0,771,17.7,4.0,75.0,0.7,375.5819866,4.8,1.5
58.2,0.12,7.0,372,17.3,75.0,7.0,0.9,348.151511,4.5,1.7
57.1,0.11,71.0,801,16.9,71.0,71.0,1.1,341.2894618,4.2,11.0
53.6,0.01,49.0,6855,24.7,49.0,49.0,3.9,3221.678128,10.0,1.1
53.2,8.3,46.0,52852,24.1,46.0,46.0,3.9,2996.96432,9.8,1.4
52.7,8.54,42.0,6447,23.5,42.0,42.0,4.4,2755.297787,9.7,1.7
52.3,8.75,46.0,18843,22.8,48.0,48.0,4.7,2527.9423,9.6,11.0
52.0,8.9,49.0,8491,22.2,54.0,54.0,4.8,2327.3267,9.5,11.3
51.6,9.05,63.0,1272,21.6,66.0,63.0,4.9,197.661422,9.3,11.7
59.0,9.3,41.0,9960,21.0,6.0,53.0,5.0,1383.893354,9.2,12.0
55.0,9.55,42.0,2613,2.4,54.0,42.0,5.2,1136.829645,9.1,12.3
49.8,9.66,27.0,704,19.9,46.0,4.0,5.3,119.743286,9.0,12.6
49.2,9.71,18.0,110927,19.3,45.0,36.0,5.4,87.8938738,8.9,12.9
76.4,0.4,99.0,0,53.5,99.0,99.0,0.1,2458.45226,13.7,7.1
76.2,0.46,98.0,0,52.8,99.0,98.0,0.1,21268.7564,13.7,7.0
76.0,0.51,98.0,13,52.3,99.0,98.0,0.1,22134.916,13.7,7.0
75.8,0.54,99.0,5,52.0,99.0,99.0,0.1,2986.36,13.6,6.9
75.6,0.56,99.0,3,51.8,99.0,99.0,0.1,1928.74739,13.5,6.9
75.4,0.56,98.0,19,51.5,96.0,98.0,0.1,16784.34616,12.4,6.9
75.2,0.57,99.0,18,51.1,97.0,99.0,0.1,2275.3536,11.9,6.9
74.9,0.57,99.0,24,5.6,97.0,99.0,0.1,1585.13226,11.5,7.0
74.7,0.58,99.0,13,5.1,98.0,98.0,0.1,1448.55,11.6,7.0
74.3,0.63,99.0,25,49.5,99.0,99.0,0.1,12376.97936,11.5,7.0
74.0,0.61,99.0,18,48.9,99.0,99.0,0.1,1129.28886,11.5,7.1
73.6,0.56,99.0,1,48.1,99.0,99.0,0.1,969.8126,11.2,7.1
73.3,0.54,99.0,5,47.3,99.0,99.0,0.1,8629.11774,11.0,7.1
72.9,0.55,99.0,15,46.5,99.0,99.0,0.1,8476.61511,10.7,7.1
72.6,0.38,99.0,15,45.9,99.0,99.0,0.1,861.18596,10.4,7.2
66.2,0.01,72.0,1370,24.7,72.0,72.0,0.1,1316.98966,7.8,19.4
